character,hun_eum,components_norm,components_detail,comp_status,title,link,content
豊,풍성할 풍,曲豆,曲(모양) 豆(콩(제기) 두),ok,풍성할 풍(豊),http://tonghanja.com/%ed%92%8d%ec%84%b1%ed%95%a0-%ed%92%8d%e8%b1%8a/,"豊 .4급Ⅱ 曲: 모양 豆: 콩(제기) 두 음식(曲)을 제기(豆)에 쌓아놓은 모양은? 음식 을 제기 에 가득 쌓아놓은 모양은 ‘ 풍성함 ’이지요. 풍성할 풍 풍 성 (豊 盛 : 넉넉하고 많음 ) , 풍부(豊富), 풍년(豊年) * ‘豊’은 음식을 제기에 가득 쌓아놓는 해인 풍년을 뜻하여, ‘풍년 풍’이라고도 합니다."
踏,밟을 답,沓,沓(합할 답),ok,밟을 답(踏),http://tonghanja.com/%eb%b0%9f%ec%9d%84-%eb%8b%b5%e8%b8%8f/,"踏 .3급Ⅱ : 발 족 沓: 합할 답 발( )을 합하는(沓) 것은? 발 을 어떤 것 위에 합하는 것은 ‘ 밟음 ’이지요. 밟을 답 천 답 ( 踐 踏: 밟음) , 답보(踏步), 답사(踏査)"
沓,합할 답,日水,水(물 수) 日(날(해) 일),ok,합할 답(沓),http://tonghanja.com/%ed%95%a9%ed%95%a0-%eb%8b%b5%e6%b2%93/,沓 .특급Ⅱ 水: 물 수 日: 날(해) 일 물(水)이 해(日) 위에서 하는 것은? 물 방울이 해 위에서 하는 것은 구름으로 ‘ 합함 ’이지요. 합할 답
淺,얕을 천,戔水,氵(물 수) 戔(쌓을 전),ok,얕을 천(淺),http://tonghanja.com/%ec%96%95%ec%9d%84-%ec%b2%9c%e6%b7%ba/,"淺 .3급Ⅱ 氵: 물 수 戔: 쌓을 전 물(氵)에서 쌓이는(戔) 곳은? 물 에서 퇴적물이 쌓이는 곳은 다른 데보다 수심이 ‘ 얕음 ’이지요. 얕을 천 천 박 (淺 薄 : 얕고 엷음/ 학문이나 생각이 얕고 엷음을 이르는 말 ) , 천학(淺學), 천식(淺識)"
賤,천할 천,戔貝,貝(조개(돈) 패) 戔(쌓을 전),ok,천할 천(賤),http://tonghanja.com/%ec%b2%9c%ed%95%a0-%ec%b2%9c%e8%b3%a4/,"賤 .3급Ⅱ 貝: 조개(돈) 패 戔: 쌓을 전 재물(貝)만을 쌓는(戔) 것은? 재물 만을 수단 방법 가리지 않고 쌓는 것은 ‘ 천함 ’이지요. 천할 천 천 함 (賤 함 : 신분·지체·품위 따위가 낮음 ) , 천직(賤職), 천민(賤民)"
踐,밟을 천,戔,戔(쌓을 전),ok,밟을 천(踐),http://tonghanja.com/%eb%b0%9f%ec%9d%84-%ec%b2%9c%e8%b8%90/,"踐 .3급Ⅱ : 발 족 戔: 쌓을 전 발( )을 쌓는(戔) 것은? 발 을 어떤 것 위에 쌓는 것은 ‘ 밟음 ’이지요. 밟을 천 천 답 (踐 踏 : 밟음) , 실천(實踐)"
錢,돈 전,戔金,金(쇠(금속) 금) 戔(쌓을 전),ok,돈 전(錢),http://tonghanja.com/%eb%8f%88-%ec%a0%84%e9%8c%a2/,"錢 .4급 金: 쇠(금속) 금 戔: 쌓을 전 금속(金)인데 쌓아(戔)놓는 것은? 금속 인데 차곡차곡 쌓아 놓는 것은 ‘ 돈 ’이지요. 돈 전 금 전 ( 金 錢: 쇠붙이로 만든 돈) , 동전(銅錢), 엽전(葉錢)"
殘,남을 잔,戔歹,歹(부서진 뼈(죽을) 알) 戔(쌓을 전),ok,남을 잔(殘),http://tonghanja.com/%eb%82%a8%ec%9d%84-%ec%9e%94%e6%ae%98/,"殘 .4급 歹: 부서진 뼈(죽을) 알 戔: 쌓을 전 죽은(歹) 이에게 수거하여 쌓아(戔)놓는 창은? 죽은 이에게 수거하여 쌓아 놓는 창은 전투에서 ‘ 남음 ’이지요. 남을 잔 잔 여 (殘 餘 : 남은 것 ) , 잔존(殘存), 잔재(殘在)"
戔,쌓을 전,戈,戈(창 과) 戈(창 과),ok,쌓을 전(戔),http://tonghanja.com/%ec%8c%93%ec%9d%84-%ec%a0%84%e6%88%94/,戔 .무급 戈: 창 과 戈: 창 과 창(戈)을 창(戈) 위에 놓는 것은? 창 을 창 위에 놓는 것은 창을 ‘ 쌓음 ’이지요. 쌓을 전 * ‘戔’은 전사자(戰死者)의 창을 수거하여 쌓아놓은 모습입니다.
衰,쇠할 쇠,哀,哀(슬플 애  ㅡ: 모양),ok,쇠할 쇠(衰),http://tonghanja.com/%ec%87%a0%ed%95%a0-%ec%87%a0%e8%a1%b0/,"衰 .3급Ⅱ 哀: 슬플 애 ㅡ: 모양 슬픔(哀)이 길어지면(ㅡ)? 슬픔 이 길어지면 체력 따위가 ‘ 쇠함 ’이지요. 쇠할 쇠 쇠 함 (衰 함 : 점점 줄어서 약해짐 ) , 쇠약(衰弱), 쇠퇴(衰退)"
哀,슬플 애,,,image,슬플 애(哀),http://tonghanja.com/%ec%8a%ac%ed%94%8c-%ec%95%a0%e5%93%80/,"哀 .3급Ⅱ : 옷 의 ㅁ: 입 구 옷( )으로 입(ㅁ)을 막고 하는 것은? 옷 으로 입 을 틀어막고 하는 것은 ‘슬퍼함( 슬픔 )’이지요. 슬플 애 애 도 (哀 悼 : 사람의 죽음을 슬퍼함 *悼·2급·슬퍼할 도 ) , 애통(哀痛), 비애(悲哀)"
搜,찾을 수,叟手,扌(손 수) 叟(늙은이 수),ok,찾을 수(搜),http://tonghanja.com/%ec%b0%be%ec%9d%84-%ec%88%98%e6%90%9c/,"搜 .3급 扌: 손 수 叟: 늙은이 수 손(扌)으로 늙은이(叟)가 하는 것은? 손 으로, 시력 안 좋은 늙은이 가 하는 것은 더듬어 ‘ 찾음 ’이지요. 찾을 수 수 색 (搜 索 : 더듬어 찾음) , 수사(搜査)"
叟,늙은이 수,又臼,臼(모양  ㅣ: 모양) 又(또(손) 우),ok,늙은이 수(叟),http://tonghanja.com/%eb%8a%99%ec%9d%80%ec%9d%b4-%ec%88%98%e5%8f%9f/,叟 .특급 臼: 모양 ㅣ: 모양 又: 또(손) 우 양손(臼)으로 지팡이(ㅣ)를 잡아서 손(又)으로 짚는 이는? 양손 으로 지팡이 를 잡아서 손 으로 짚는 이는 손힘이 부족한 ‘ 늙은이 ’이지요. 늙은이 수
寫,베낄 사,宀,宀(집) 면(모양),ok,베낄 사(寫),http://tonghanja.com/%eb%b2%a0%eb%82%84-%ec%82%ac%e5%af%ab/,"寫 .5급 宀: 집 면 : 모양 집(宀)에서 구관조( )가 하는 것은? 집 에서 구관조 가 하는 것은 사람의 목소리를 ‘ 베낌 ’이지요. ☞ : 머리(凵)에 줄무늬( )가 있는 새( )인 ‘구관조’를 나타낸 글자 베낄 사 모 사 ( 模 寫: 본떠 베낌) , 복사(複寫), 사진(寫眞)"
毁,헐 훼,工殳臼,臼(절구 구) 工(장인(공이) 공) 殳(몽둥이/창(칠) 수),ok,헐 훼(毁),http://tonghanja.com/%ed%97%90-%ed%9b%bc%e6%af%81/,"毁 .3급 臼: 절구 구 工: 장인(공이) 공 殳: 몽둥이/창(칠) 수 절구(臼) 속을 공이(工)로 치는(殳) 것은? 절구 속을 공이 로 치는 것은 절구 속의 내용물을 ‘ 헒 ’이지요. 헐 훼 파 훼 ( 破 毁: 깨뜨려 헒) , 훼손(毁損)"
兒,아이 아,儿臼,臼(절구 구) 儿(사람 인),ok,아이 아(兒),http://tonghanja.com/%ec%95%84%ec%9d%b4-%ec%95%84%e5%85%92/,"兒 .5급Ⅱ 臼: 절구 구 儿: 사람 인 절구(臼) 같은 머리가 달린 사람(儿)은? 절구 같은 머리가 달린 사람 은 정수리 부근의 뼈가 아직 굳지 않고 열려 있는 사람인 ‘ 아이 ’이지요. 아이 아 영 아 ( 嬰 兒: 갓난 아이 *嬰·1급·갓난아이 영 ) , 유아(幼兒), 아동(兒童)"
陷,빠질 함,臼阝,阝(언덕) 부(사람 인) 臼(절구 구),ok,빠질 함(陷),http://tonghanja.com/%eb%b9%a0%ec%a7%88-%ed%95%a8%e9%99%b7/,"陷 .3급Ⅱ 阝: 언덕 부 : 사람 인 臼: 절구 구 언덕(阝)에서 사람( )이 절구(臼)같이 파인 곳으로 떨어지는 것은? 언덕 에서 사람 이 절구 같이 파인 곳으로 떨어지는 것은 함정(陷穽)에 ‘ 빠짐 ’이지요. 빠질 함 함 몰 (陷 沒 : 빠짐) , 함정(陷穽 * 穽·1급·함정 정), 결함(缺陷)"
稻,벼 도,爫禾臼,禾(벼 화) 爫(손톱(손) 조) 臼(절구 구),ok,벼 도(稻),http://tonghanja.com/%eb%b2%bc-%eb%8f%84%e7%a8%bb/,稻 .3급 禾: 벼 화 爫: 손톱(손) 조 臼: 절구 구 벼(禾)인데 손(爫)으로 절구(臼)에 넣고 찧는 것은? 벼 인데 손 으로 절구 에 넣고 찧는 것은 ‘ 벼 ’이지요. 벼 도 도열병(稻熱病)
舊,옛 구,臼艸隹,艹(풀 초) 隹(새 추) 臼(절구 구),ok,옛 구(舊),http://tonghanja.com/%ec%98%9b-%ea%b5%ac%e8%88%8a/,"舊 .5급Ⅱ 艹: 풀 초 隹: 새 추 臼: 절구 구 풀(艹)로 새(隹)가 절구(臼) 같은 둥지를 짓는 것은? 풀 로 새 가 절구 같은 둥지를 짓는 것은 아주 오래 전부터 있었던 ‘ 옛 ’ 방식이지요. 옛 구 구 식 (舊 式 : 옛 방식 ) , 구습(舊習), 구세대(舊世代)"
臼,절구 구,,,none,절구 구(臼),http://tonghanja.com/%ec%a0%88%ea%b5%ac-%ea%b5%ac%e8%87%bc/,臼 .1급 돌기( )가 달린 그릇( )은? 돌기 가 달린 그릇 은 ‘ 절구 ’이지요. 절구 구
荒,거칠 황,亡川艸,艹(풀 초) 亡(망할(없을) 망) 川(내 천),ok,거칠 황(荒),http://tonghanja.com/%ea%b1%b0%ec%b9%a0-%ed%99%a9%e8%8d%92/,"荒 .3급Ⅱ 艹: 풀 초 亡: 망할(없을) 망 川: 내 천 풀(艹)이 없어질(亡) 정도로 내(川)가 마른 모양은? 풀 이 없어질 정도로 내 가 마른 모양은 ‘ 거칢 ’이지요. 거칠 황 황 폐 (荒 廢 : 거칠고 피폐함 ) , 황량(荒凉), 황야(荒野)"
盲,눈 멀 맹,亡目,亡(망할(없을) 망) 目(눈 목),ok,눈 멀 맹(盲),http://tonghanja.com/%eb%88%88-%eb%a9%80-%eb%a7%b9%e7%9b%b2/,"盲 .3급Ⅱ 亡: 망할(없을) 망 目: 눈 목 눈(目)이 없는(亡) 것은? 눈 이 없는 것은 ‘ 눈 이 멂 ’이지요. 눈 멀 맹 맹 목 (盲 目 : 눈 멂) , 맹인(盲人), 문맹(文盲)"
茫,아득할 망,亡水艸,艹(풀 초) 氵(물 수) 亡(망할(없을) 망),ok,아득할 망(茫),http://tonghanja.com/%ec%95%84%eb%93%9d%ed%95%a0-%eb%a7%9d%e8%8c%ab/,茫 .3급 艹: 풀 초 氵: 물 수 亡: 망할(없을) 망 풀(艹)에 줄 물(氵)이 없을(亡) 때 느끼는 것은? ‘ 풀 ’ 즉 ‘농작물’ 에 줄 물 이 없을 때 느끼는 것은 ‘ 아득함 ’이지요. 아득할 망 망 연자실 (茫 然自失 : 정신이 아득하여 자기를 잃음 )
罔,없을 망,亡,급(그물 망) 亡(망할(없을) 망),ok,없을 망(罔),http://tonghanja.com/%ec%97%86%ec%9d%84-%eb%a7%9d%e7%bd%94/,罔 .3급 : 그물 망 亡: 망할(없을) 망 그물( ) 안에 잡힌 게 없는(亡) 것은? 그물 안에 잡힌 게 없는 것은 ‘ 없음 ’이지요. 없을 망 망 측 (罔 測 : 헤아릴 수 없음 / 정상적인 상태에서 벗어나 어이가 없거나 차마 보기가 어려움 )
望,바랄 망,亡壬月,亡(망할(없을) 망) 月(달 월) 壬(북방(짊어질) 임),ok,바랄 망(望),http://tonghanja.com/%eb%b0%94%eb%9e%84-%eb%a7%9d%e6%9c%9b/,"望 .5급Ⅱ 亡: 망할(없을) 망 月: 달 월 壬: 북방(짊어질) 임 없어지는(亡) 달(月)에게 빌어서 짊어지우는(壬) 것은? 점점 없어지는 달 인 보름달에게 무엇을 빌어서 짊어지우는 것은 무엇을 ‘ 바람 ’이지요. 바랄 망 소 망 ( 所 望: 바람) , 희망(希望), 갈망(渴望) * ‘望’은 ‘보름 망’이라고도 합니다."
妄,망령될 망,亡女,亡(망할(없을) 망) 女(여자 녀),ok,망령될 망(妄),http://tonghanja.com/%eb%a7%9d%eb%a0%b9%eb%90%a0-%eb%a7%9d%e5%a6%84/,"妄 .3급Ⅱ 亡: 망할(없을) 망 女: 여자 녀 없어진(亡) 여자(女)가 씐 것은? 세상에서 ‘ 없어진 여자 ’ 즉 ‘죽은 여자’가 씐 것은 ‘ 망령됨 ’이지요. 망령될 망 망 령 (妄 靈 : 언행을 극히 비정상적으로 하는 상태 ) , 망발(妄發), 노망(老妄)"
忘,잊을 망,亡心,亡(망할(없을) 망) 心(마음 심),ok,잊을 망(忘),http://tonghanja.com/%ec%9e%8a%ec%9d%84-%eb%a7%9d%e5%bf%98/,"忘 .3급 亡: 망할(없을) 망 心: 마음 심 마음(心)에서 없어지는(亡) 것은? 마음 에서 어떤 내용이 없어지는 것은 ‘ 잊음 ’이지요. 잊을 망 망 각 (忘 却 : 잊어 버림 ) , 건망증(健忘症)"
忙,바쁠 망,亡心,忄(마음(정신) 심) 亡(망할(없을) 망),ok,바쁠 망(忙),http://tonghanja.com/%eb%b0%94%ec%81%a0-%eb%a7%9d%e5%bf%99/,"忙 .3급 忄: 마음(정신) 심 亡: 망할(없을) 망 정신(忄)이 없는(亡) 것은? 정신 이 없는 것은 “정신없이 바빠요.” 할 때처럼 ‘ 바쁨 ’이지요. 바쁠 망 다 망 ( 多 忙: 많이 바쁨) , 망중한(忙中閑)"
亡,망할 망,,급(人(사람 인)의 이) 형(숨을 은),image,망할 망(亡),http://tonghanja.com/%eb%a7%9d%ed%95%a0-%eb%a7%9d%e4%ba%a1/,"亡 .5급 : 人(사람 인)의 이형 : 숨을 은 사람( )이 숨어( ) 지내는 것은? 사람 이 숨어 지내는 것은 ‘ 망함 ’이지요. 망할 망 망 함 (亡 함 : 개인·집안·단체 따위가 끝장이 남 ) , 패망(敗亡), 도망(逃亡) * ‘亡’은 사람이 숨어 지내는 것은 세상에서 없어지는 것이라 하여, ‘없어지다/없다’는 뜻으로도 쓰입니다."
淫,음란할 음,壬水爫,氵(물 수) 爫(손톱(손) 조) 壬(북방(짊어질) 임),ok,음란할 음(淫),http://tonghanja.com/%ec%9d%8c%eb%9e%80%ed%95%a0-%ec%9d%8c%e6%b7%ab/,"淫 .3급Ⅱ 氵: 물 수 爫: 손톱(손) 조 壬: 북방(짊어질) 임 물(氵)을 손(爫)으로 떠서 짊어지는(壬) 모습은? 물 을 손 으로 떠서 몸 위에 짊어지는 모습은 ‘ 음란함 ’이지요. 음란할 음 음 란 (淫 亂 : 성적으로 문란함 ) , 음행(淫行), 간음(姦淫)"
聖,성인 성,呈耳,耳(귀 이) 呈(드릴 정),ok,성인 성(聖),http://tonghanja.com/%ec%84%b1%ec%9d%b8-%ec%84%b1%e8%81%96/,"聖 .4급Ⅱ 耳: 귀 이 呈: 드릴 정 귀(耳)를 드리는(呈) 이는? ‘ 귀 를 남에게 드리는 이’ 즉 ‘귀 기울여 남의 말을 들어주는 이’는 ‘ 성인 ’이지요. 성인 성 성 인 (聖 人 : 지혜와 덕이 매우 뛰어난 사람 ) , 성현(聖賢), 성군(聖君)"
程,한도 정,呈禾,禾(벼(곡물) 화) 呈(드릴 정),ok,한도 정(程),http://tonghanja.com/%ed%95%9c%eb%8f%84-%ec%a0%95%e7%a8%8b/,"程 .4급Ⅱ 禾: 벼(곡물) 화 呈: 드릴 정 곡물(禾)을 드릴(呈) 때 맞추는 것은? 곡물 을 손님 따위에게 드릴 때 맞추는 것은 곡물의 ‘ 한도 (限度)’이지요. 한도 정 정 도 (程 度 : 알맞은 한도) , 노정(路程), 과정(過程) * ‘程’은 곡물(禾) 가마니(ㅁ)를 짊어지고(壬) 이동하는 곳인 길을 뜻하여, ‘길 정’이라고도 합니다."
呈,드릴 정,壬,壬(북방(짊어질) 임),ok,드릴 정(呈),http://tonghanja.com/%eb%93%9c%eb%a6%b4-%ec%a0%95%e5%91%88/,呈 .2급 ㅁ: 모양 壬: 북방(짊어질) 임 물건(ㅁ)을 짊어지게(壬) 하는 것은? 물건 을 짊어지게 하는 것은 물건을 ‘ 드림 ’이지요. 드릴 정
庭,뜰 정,广廷,广(집 엄) 廷(조정 정),ok,뜰 정(庭),http://tonghanja.com/%eb%9c%b0-%ec%a0%95%e5%ba%ad/,"庭 .6급Ⅱ 广: 집 엄 廷: 조정 정 집(广)에서 조정(廷)같이 꾸며놓는 곳은? 집 에서 조정 같이 멋있게 꾸며놓는 곳은 ‘ 뜰 ’이지요. 뜰 정 정 원 (庭 園 : 집 안의 뜰 이나 꽃밭 ) , 가정(家庭), 교정(校庭)"
廷,조정 정,壬廴,壬(북방(짊어질) 임) 廴(길게 걸을 인),ok,조정 정(廷),http://tonghanja.com/%ec%a1%b0%ec%a0%95-%ec%a0%95%e5%bb%b7/,"廷 .3급Ⅱ 壬: 북방(짊어질) 임 廴: 길게 걸을 인 짊어지러(壬) 길게 걸어(廴) 가는 곳은? 나랏일을 짊어지러 임금에게 길게 걸어 가는 곳은 ‘ 조정 ’이지요. 조정 정 조 정 ( 朝 廷: 임금이 신하에게 나랏일을 내리는 곳 ) , 궁정(宮廷)"
賃,품삯 임,任貝,任(맡길 임) 貝(조개(돈) 패),ok,품삯 임(賃),http://tonghanja.com/%ed%92%88%ec%82%af-%ec%9e%84%e8%b3%83/,"賃 .3급Ⅱ 任: 맡길 임 貝: 조개(돈) 패 맡기고(任) 주는 돈(貝)은? 일을 맡기고 주는 돈 은 ‘ 품삯 ’이지요. 품삯 임 임 금 (賃 金 : 품삯) , 노임(勞賃), 운임(運賃)"
任,맡길 임,人壬,亻(사람 인) 壬(북방(짊어질) 임),ok,맡길 임(任),http://tonghanja.com/%eb%a7%a1%ea%b8%b8-%ec%9e%84%e4%bb%bb/,"任 .5급Ⅱ 亻: 사람 인 壬: 북방(짊어질) 임 사람(亻)에게 짐을 짊어지게(壬) 하는 것은? 사람 에게 짐을 짊어지게 하는 것은 짐을 ‘ 맡김 ’이지요. 맡길 임 위 임 ( 委 任: 맡김) , 책임(責任), 임무(任務)"
壬,북방 임,士,士(선비 사),ok,북방 임(壬),http://tonghanja.com/%eb%b6%81%eb%b0%a9-%ec%9e%84%e5%a3%ac/,"壬 .3급Ⅱ : 모양 士: 선비 사 짐( )을 선비(士)가 지는 것은? ‘ 壬 ’은 짐 을 선비 가 지는 것인 ‘ 짊어짐 ’을 나타낸 글자였으나, 후에 ‘짊어짐’은 등에 짐을 지는 것이라 하여 등지는(北) 곳인 ‘ 북방 (北方)’을 뜻하게 되었답니다. 북방 임 임 방 (壬 方 : 북방)"
繫,맬 계,糸,급(부딪칠 격) 糸(실(줄) 사),ok,맬 계(繫),http://tonghanja.com/%eb%a7%ac-%ea%b3%84%e7%b9%ab/,"繫 .3급 : 부딪칠 격 糸: 실(줄) 사 부딪침( )을 대비하여 줄(糸)로 하는 것은? 부딪침 을 대비하여 줄 로 하는 것은 짐 따위를 ‘ 맴 ’이지요. 맬 계 계 류 (繫 留 : 매어서 머무르게 함 ) , 연계(連繫)"
擊,칠 격,手,급(부딪칠 격) 手(손 수),ok,칠 격(擊),http://tonghanja.com/%ec%b9%a0-%ea%b2%a9%e6%93%8a/,"擊 .4급 : 부딪칠 격 手: 손 수 손(手)이 부딪치는( ) 것은? 손 이 무엇에 부딪치는 것은 손이 무엇을 ‘ 침 ’이지요. 칠 격 타 격 ( 打 擊: 침) , 공격(攻擊), 격파(擊破)"
穀,곡식 곡,冖士殳禾,士(선비 사) 冖(모양 -: 모양) 禾(벼 화) 殳(몽둥이/창(칠) 수),ok,곡식 곡(穀),http://tonghanja.com/%ea%b3%a1%ec%8b%9d-%ea%b3%a1%e7%a9%80/,"穀 .4급 士: 선비 사 冖: 모양 -: 모양 禾: 벼 화 殳: 몽둥이/창(칠) 수 선비(士)가 껍질(冖) 덮인 낟알(-)을 벼(禾)에서 쳐(殳)낸 것은? ‘ 선비 ’가, 즉 ‘성인 남자’가 껍질 덮인 낟알 을 벼 에서 쳐 낸 것은 ‘ 곡식 ’이지요. 곡식 곡 곡 식 (穀 食 : 쌀, 밀, 보리 따위의 식량 ) , 곡물(穀物), 미곡(米穀)"
殺,죽일 살,丶乂木殳,乂(벨 예) 木(모양) 丶(모양) 殳(몽둥이/창(칠) 수),ok,죽일 살(殺),http://tonghanja.com/%ec%a3%bd%ec%9d%bc-%ec%82%b4%e6%ae%ba/,"殺 .4급Ⅱ 乂: 벨 예 木: 모양 丶: 모양 殳: 몽둥이/창(칠) 수 베어서(乂) 짐승의 몸(木)에서 머리(丶)를 쳐(殳)내는 것은? 베어서 짐승의 몸 에서 머리 를 쳐 내는 것은 짐승을 ‘ 죽임 ’이지요. 죽일 살 살 생 (殺 生 : 생물을 죽임) , 살해(殺害), 살벌(殺伐)"
極,다할 극,亟木,木(나무 목) 亟(빠를 극),ok,다할 극(極),http://tonghanja.com/%eb%8b%a4%ed%95%a0-%ea%b7%b9%e6%a5%b5/,"極 .4급Ⅱ 木: 나무 목 亟: 빠를 극 나무(木)에서 빠르게(亟) 움직이는 곳은? ‘ 極 ’은 바람이 불거나 할 때 나무 에서 빠르게 움직이는 곳인 ‘ 끝 ’을 나타낸 글자였으나, 후에 ‘끝’은 무엇이 다한 곳이라 하여 ‘ 다함 ’을 뜻하게 되었답니다. 다할 극 극 단 (極 端 : 맨 끝) , 극한(極限), 궁극(窮極)"
亟,빠를 극,人又,亻(사람 인  ㅁ: 입 구) 又(또(손)) 우(모양),ok,빠를 극(亟),http://tonghanja.com/%eb%b9%a0%eb%a5%bc-%ea%b7%b9%e4%ba%9f/,亟 .특급 ￣: 모양 亻: 사람 인 ㅁ: 입 구 又: 또(손) 우 : 모양 하늘(￣)과 땅( ) 사이를 차지한 사람(亻)이 입(ㅁ)과 손(又)을 발달시킨 속도는? 하늘 과 땅 사이를 차지한 사람 이 ‘말을 하는 입 ’ 과 ‘기술을 쓰는 손 ’ 을 발달시킨 속도는 다른 동물들보다 ‘ 빠름 ’이지요. 빠를 극
術,재주 술,朮行,行(다닐(거리) 행) 朮(삽주 출),ok,재주 술(術),http://tonghanja.com/%ec%9e%ac%ec%a3%bc-%ec%88%a0%e8%a1%93/,"術 .6급Ⅱ 行: 다닐(거리) 행 朮: 삽주 출 거리(行)에서 삽주(朮)가 자라는 것은? 거리 한복판에서 삽주 가 밟혀 죽지 않고 자라는 것은 ‘ 재주 ’이지요. 재주 술 예 술 ( 藝 術: 재주) , 기술(技術), 전술(戰術)"
述,펼 술,朮辵,朮(삽주 출) 辶(갈 착),ok,펼 술(述),http://tonghanja.com/%ed%8e%bc-%ec%88%a0%e8%bf%b0/,"述 .3급Ⅱ 朮: 삽주 출 辶: 갈 착 삽주(朮)의 뿌리처럼 펴내려가는(辶) 것은? 삽주 의 뿌리처럼 아래로 펴내려 가는 것은 글이나 말을 ‘ 폄 ’이지요. 펼 술 서 술 ( 敍 述: 글이나 말을 폄) , 진술(陳述), 논술(論述) * 펴다: 1. 젖히어 벌리다 2. 생각·감정·의견 따위를 얽매임 없이 표현하다"
朮,삽주 출,,,none,삽주 출(朮),http://tonghanja.com/%ec%82%bd%ec%a3%bc-%ec%b6%9c%e6%9c%ae/,朮 .특급Ⅱ 꽃( )과 줄기( )와 지면( )과 뿌리( )는? ‘ 朮 ’은 꽃 과 줄기 와 지면 과 뿌리 로 된 ‘ 삽주 ’를 나타낸 글자입니다. 삽주 출 * 삽주: 국화과의 여러해살이 풀
勢,형세 세,力埶,埶(심을 예) 力(힘 력),ok,형세 세(勢),http://tonghanja.com/%ed%98%95%ec%84%b8-%ec%84%b8%e5%8b%a2/,"勢 .4급Ⅱ 埶: 심을 예 力: 힘 력 심어진(埶) 씨앗이 힘(力)써 갖추는 것은? 심어진 씨앗이 힘 써 갖추는 것은 뿌리와 줄기의 ‘ 형세 ’이지요. 형세 세 형 세 ( 形 勢: 식물이 뿌리와 줄기를 뻗는 모양/ 일이 되어 가는 형편 ) , 자세(姿勢), 태세(態勢)"
熱,더울 열,埶火,埶(심을 예) 灬(불 화),ok,더울 열(熱),http://tonghanja.com/%eb%8d%94%ec%9a%b8-%ec%97%b4%e7%86%b1/,"熱 .5급 埶: 심을 예 灬: 불 화 심어진(埶) 불(灬)이 내는 것은? 언덕에 심어진 불 인 마그마가 내는 것은 ‘ 더움 ’이지요. 더울 열 열 (熱: 더운 기운 ) , 열기(熱氣), 고열(高熱)"
藝,재주 예,云埶艸,艹(풀 초) 埶(심을 예) 云(이를 운),ok,재주 예(藝),http://tonghanja.com/%ec%9e%ac%ec%a3%bc-%ec%98%88%e8%97%9d/,"藝 .4급Ⅱ 艹: 풀 초 埶: 심을 예 云: 이를 운 풀(艹)을 심어진(埶) 씨앗이 틔우는 능력을 이르는(云) 말은? ‘ 풀 ’ 을, 즉 ‘싹’을 심어진 씨앗이 틔우는 능력을 이르는 말은 ‘ 재주 ’이지요. 재주 예 예 술 (藝 術 : 재주) , 예능(藝能), 기예(技藝)"
埶,심을 예,丸坴,坴(언덕 륙) 丸(둥글(알) 환),ok,심을 예(埶),http://tonghanja.com/%ec%8b%ac%ec%9d%84-%ec%98%88%e5%9f%b6/,埶 .무급 坴: 언덕 륙 丸: 둥글(알) 환 언덕(坴)에 알(丸)을 묻는 것은? 언덕 에 알 을 묻는 것은 씨앗을 ‘ 심음 ’이지요. 심을 예
睦,화목할 목,坴目,目(눈 목) 坴(언덕 륙),ok,화목할 목(睦),http://tonghanja.com/%ed%99%94%eb%aa%a9%ed%95%a0-%eb%aa%a9%e7%9d%a6/,"睦 .3급Ⅱ 目: 눈 목 坴: 언덕 륙 눈(目)을 언덕(坴) 모양으로 하는 것은? 눈 을 언덕 모양(^^)으로 하는 것은 분위기가 ‘ 화목함 ’이지요. 화목할 목 화 목 ( 和 睦: 서로 사이좋은 상태가 되어 정다움 ) , 친목(親睦)"
